node	mat	pat	mat:pat	color
utig4-1264	426	172240	426:172240	#8888FF
utig4-1265	228148	215	228148:215	#FF8888
utig4-1266	0	0	0:0	#AAAAAA
utig4-1267	321333	270	321333:270	#FF8888
utig4-1268	517	285494	517:285494	#8888FF
utig4-1269	6	1	6:1	#AAAAAA
utig4-1270	0	0	0:0	#AAAAAA
utig4-1271	119	127858	119:127858	#8888FF
utig4-1272	144810	54	144810:54	#FF8888
utig4-1273	0	0	0:0	#AAAAAA
utig4-1274	87	0	87:0	#AAAAAA
utig4-1275	4	44	4:44	#AAAAAA
utig4-1276	0	0	0:0	#AAAAAA
utig4-1277	58	0	58:0	#AAAAAA
utig4-1278	0	0	0:0	#AAAAAA
utig4-1279	0	0	0:0	#AAAAAA
utig4-1280	0	0	0:0	#AAAAAA
utig4-1281	0	6	0:6	#AAAAAA
utig4-1282	17101	3	17101:3	#FF8888
utig4-1283	3	26235	3:26235	#8888FF
utig4-1284	1	8439	1:8439	#8888FF
utig4-1285	0	1658	0:1658	#8888FF
utig4-1286	0	1658	0:1658	#8888FF
utig4-1287	0	0	0:0	#AAAAAA
utig4-1288	186	0	186:0	#FF8888
utig4-1289	18	163	18:163	#8888FF
utig4-1290	0	0	0:0	#AAAAAA
utig4-1291	0	0	0:0	#AAAAAA
utig4-1292	0	0	0:0	#AAAAAA
utig4-1293	108788	175	108788:175	#FF8888
utig4-1294	151	117268	151:117268	#8888FF
utig4-1295	0	0	0:0	#AAAAAA
utig4-1296	200392	361	200392:361	#FF8888
utig4-1297	365	168064	365:168064	#8888FF
utig4-1298	0	0	0:0	#AAAAAA
utig4-1299	162255	141	162255:141	#FF8888
utig4-1300	416	141583	416:141583	#8888FF
utig4-1301	7	4696	7:4696	#8888FF
utig4-1302	5264	34	5264:34	#FF8888
utig4-1303	17	0	17:0	#AAAAAA
utig4-1304	11	2	11:2	#AAAAAA
utig4-1305	0	0	0:0	#AAAAAA
utig4-1306	26	0	26:0	#AAAAAA
utig4-1307	0	1	0:1	#AAAAAA
utig4-1308	0	0	0:0	#AAAAAA
utig4-1309	10	15	10:15	#AAAAAA
utig4-1310	53843	69	53843:69	#FF8888
utig4-1311	75	48747	75:48747	#8888FF
utig4-1312	184441	255	184441:255	#FF8888
utig4-1313	301	148479	301:148479	#8888FF
utig4-1314	15	1	15:1	#AAAAAA
utig4-1315	0	0	0:0	#AAAAAA
utig4-1316	29	0	29:0	#AAAAAA
utig4-1317	0	0	0:0	#AAAAAA
utig4-1318	0	0	0:0	#AAAAAA
utig4-1319	12	14695	12:14695	#8888FF
utig4-1320	0	0	0:0	#AAAAAA
utig4-1321	2	0	2:0	#AAAAAA
utig4-1322	112517	78	112517:78	#FF8888
utig4-1323	226	104522	226:104522	#8888FF
utig4-1324	0	0	0:0	#AAAAAA
utig4-1325	0	30	0:30	#AAAAAA
utig4-1326	0	0	0:0	#AAAAAA
utig4-1327	0	2	0:2	#AAAAAA
utig4-1328	32	0	32:0	#AAAAAA
utig4-1329	2	67	2:67	#AAAAAA
utig4-1330	17599	59	17599:59	#FF8888
utig4-1331	147	19159	147:19159	#8888FF
utig4-1332	388	115343	388:115343	#8888FF
utig4-1333	100911	158	100911:158	#FF8888
utig4-1334	56854	1	56854:1	#FF8888
utig4-1335	232	0	232:0	#FF8888
utig4-1336	232	0	232:0	#FF8888
utig4-1337	0	0	0:0	#AAAAAA
utig4-1338	0	0	0:0	#AAAAAA
utig4-1339	164	53994	164:53994	#8888FF
utig4-1340	0	0	0:0	#AAAAAA
utig4-1341	0	0	0:0	#AAAAAA
utig4-1342	83	19399	83:19399	#8888FF
utig4-1343	21833	26	21833:26	#FF8888
utig4-1344	13456	34	13456:34	#FF8888
utig4-1345	37	16300	37:16300	#8888FF
utig4-1346	39084	71	39084:71	#FF8888
utig4-1347	5	194	5:194	#8888FF
utig4-1348	118	0	118:0	#FF8888
utig4-1349	0	0	0:0	#AAAAAA
utig4-1350	23814	88	23814:88	#FF8888
utig4-1351	151	21265	151:21265	#8888FF
utig4-1352	0	111	0:111	#8888FF
utig4-1353	0	0	0:0	#AAAAAA
utig4-1354	91832	141	91832:141	#FF8888
utig4-1355	0	0	0:0	#AAAAAA
utig4-1356	0	0	0:0	#AAAAAA
utig4-1357	59360	104	59360:104	#FF8888
utig4-1358	286	70000	286:70000	#8888FF
utig4-1359	1	3	1:3	#AAAAAA
utig4-1360	68	50271	68:50271	#8888FF
utig4-1361	45802	53	45802:53	#FF8888
utig4-1362	96180	153	96180:153	#FF8888
utig4-1363	6	0	6:0	#AAAAAA
utig4-1364	0	0	0:0	#AAAAAA
utig4-1365	0	0	0:0	#AAAAAA
utig4-1366	30	0	30:0	#AAAAAA
utig4-1367	0	0	0:0	#AAAAAA
utig4-1368	246	68337	246:68337	#8888FF
utig4-1369	77314	83	77314:83	#FF8888
utig4-1370	0	0	0:0	#AAAAAA
utig4-1371	216082	327	216082:327	#FF8888
utig4-1372	5	88	5:88	#AAAAAA
utig4-1373	77	0	77:0	#AAAAAA
utig4-1374	119332	88	119332:88	#FF8888
utig4-1375	0	0	0:0	#AAAAAA
utig4-1376	33525	22	33525:22	#FF8888
utig4-1377	0	23	0:23	#AAAAAA
utig4-1378	7	30267	7:30267	#8888FF
utig4-1379	29755	33	29755:33	#FF8888
utig4-1380	138	87515	138:87515	#8888FF
utig4-1381	75921	67	75921:67	#FF8888
utig4-1382	0	0	0:0	#AAAAAA
utig4-1383	0	0	0:0	#AAAAAA
utig4-1384	4	5	4:5	#AAAAAA
utig4-1385	293	81788	293:81788	#8888FF
utig4-1386	86730	117	86730:117	#FF8888
utig4-1387	3	0	3:0	#AAAAAA
utig4-1388	103768	104	103768:104	#FF8888
utig4-1389	200	135407	200:135407	#8888FF
utig4-1390	48	10492	48:10492	#8888FF
utig4-1391	1	1	1:1	#AAAAAA
utig4-1392	0	0	0:0	#AAAAAA
utig4-1393	30	0	30:0	#AAAAAA
utig4-1394	158	57921	158:57921	#8888FF
utig4-1395	47398	70	47398:70	#FF8888
utig4-1396	14638	37	14638:37	#FF8888
utig4-1397	55	22885	55:22885	#8888FF
utig4-1398	0	0	0:0	#AAAAAA
utig4-1399	0	0	0:0	#AAAAAA
utig4-1400	90	80995	90:80995	#8888FF
utig4-1401	69300	79	69300:79	#FF8888
utig4-1402	0	0	0:0	#AAAAAA
utig4-1403	322	101950	322:101950	#8888FF
utig4-1404	105614	101	105614:101	#FF8888
utig4-1405	0	0	0:0	#AAAAAA
utig4-1406	7	14	7:14	#AAAAAA
utig4-1407	4	1	4:1	#AAAAAA
utig4-1408	5	0	5:0	#AAAAAA
utig4-1409	0	0	0:0	#AAAAAA
utig4-1410	0	0	0:0	#AAAAAA
utig4-1411	3	0	3:0	#AAAAAA
utig4-1412	4	0	4:0	#AAAAAA
utig4-1413	0	0	0:0	#AAAAAA
utig4-1414	0	0	0:0	#AAAAAA
utig4-1415	0	1	0:1	#AAAAAA
utig4-1416	0	29	0:29	#AAAAAA
utig4-1417	0	0	0:0	#AAAAAA
utig4-1418	0	0	0:0	#AAAAAA
utig4-1419	28	0	28:0	#AAAAAA
utig4-1420	7	0	7:0	#AAAAAA
utig4-1421	0	0	0:0	#AAAAAA
utig4-1422	0	30	0:30	#AAAAAA
utig4-1423	0	0	0:0	#AAAAAA
utig4-1424	30	0	30:0	#AAAAAA
utig4-1425	0	30	0:30	#AAAAAA
utig4-1426	6	9	6:9	#AAAAAA
utig4-1427	30	0	30:0	#AAAAAA
utig4-1428	0	0	0:0	#AAAAAA
utig4-1429	17	0	17:0	#AAAAAA
utig4-1430	17	0	17:0	#AAAAAA
utig4-1431	69	0	69:0	#AAAAAA
utig4-1432	65	0	65:0	#AAAAAA
utig4-1433	77	0	77:0	#AAAAAA
utig4-1434	77	0	77:0	#AAAAAA
utig4-1435	77	0	77:0	#AAAAAA
utig4-1436	77	0	77:0	#AAAAAA
utig4-1437	77	0	77:0	#AAAAAA
utig4-1438	0	0	0:0	#AAAAAA
utig4-1439	0	0	0:0	#AAAAAA
utig4-1440	0	0	0:0	#AAAAAA
utig4-1441	1	0	1:0	#AAAAAA
utig4-1442	0	0	0:0	#AAAAAA
utig4-1443	0	0	0:0	#AAAAAA
utig4-1444	0	0	0:0	#AAAAAA
utig4-1445	0	0	0:0	#AAAAAA
utig4-1446	95810	197	95810:197	#FF8888
utig4-1447	252	128000	252:128000	#8888FF
utig4-1448	0	2	0:2	#AAAAAA
utig4-1449	9	0	9:0	#AAAAAA
utig4-1450	390	237687	390:237687	#8888FF
utig4-1451	8	1	8:1	#AAAAAA
utig4-1452	28998	54	28998:54	#FF8888
utig4-1453	39	15913	39:15913	#8888FF
utig4-1454	82216	143	82216:143	#FF8888
utig4-1455	206	48249	206:48249	#8888FF
utig4-1456	0	0	0:0	#AAAAAA
utig4-1457	0	0	0:0	#AAAAAA
utig4-1458	0	0	0:0	#AAAAAA
utig4-1459	0	0	0:0	#AAAAAA
utig4-1460	0	0	0:0	#AAAAAA
utig4-1461	0	0	0:0	#AAAAAA
utig4-1462	255	110130	255:110130	#8888FF
utig4-1463	102050	64	102050:64	#FF8888
utig4-1464	0	7	0:7	#AAAAAA
utig4-1465	0	0	0:0	#AAAAAA
utig4-1466	1	29	1:29	#AAAAAA
utig4-1467	0	8	0:8	#AAAAAA
utig4-1468	0	0	0:0	#AAAAAA
utig4-1469	0	0	0:0	#AAAAAA
utig4-1470	0	4	0:4	#AAAAAA
utig4-1471	0	0	0:0	#AAAAAA
utig4-1472	140	91582	140:91582	#8888FF
utig4-1473	88097	69	88097:69	#FF8888
utig4-1474	0	0	0:0	#AAAAAA
utig4-1475	0	57	0:57	#AAAAAA
utig4-1476	12	0	12:0	#AAAAAA
utig4-1477	13	0	13:0	#AAAAAA
utig4-1478	6	0	6:0	#AAAAAA
utig4-1479	966	0	966:0	#FF8888
utig4-1480	1	0	1:0	#AAAAAA
utig4-1481	486	307308	486:307308	#8888FF
utig4-1482	315150	343	315150:343	#FF8888
utig4-1483	123	60054	123:60054	#8888FF
utig4-1484	54056	29	54056:29	#FF8888
utig4-1485	0	0	0:0	#AAAAAA
utig4-1486	0	0	0:0	#AAAAAA
utig4-1487	82	30428	82:30428	#8888FF
utig4-1488	32442	33	32442:33	#FF8888
utig4-1489	0	0	0:0	#AAAAAA
utig4-1490	16	5543	16:5543	#8888FF
utig4-1491	5361	4	5361:4	#FF8888
utig4-1492	0	0	0:0	#AAAAAA
utig4-1493	61	32055	61:32055	#8888FF
utig4-1494	30325	11	30325:11	#FF8888
utig4-1495	4	8	4:8	#AAAAAA
utig4-1496	0	34	0:34	#AAAAAA
utig4-1497	0	0	0:0	#AAAAAA
utig4-1498	37	0	37:0	#AAAAAA
utig4-1499	0	0	0:0	#AAAAAA
utig4-1500	0	0	0:0	#AAAAAA
utig4-1501	0	0	0:0	#AAAAAA
utig4-1502	2	2	2:2	#AAAAAA
utig4-1503	13	0	13:0	#AAAAAA
utig4-1504	0	0	0:0	#AAAAAA
utig4-1505	7	7	7:7	#AAAAAA
utig4-1506	15	0	15:0	#AAAAAA
utig4-1507	29	0	29:0	#AAAAAA
utig4-1508	0	0	0:0	#AAAAAA
utig4-1509	0	0	0:0	#AAAAAA
utig4-1510	119260	43	119260:43	#FF8888
utig4-1511	78	80032	78:80032	#8888FF
utig4-1512	0	29	0:29	#AAAAAA
utig4-1513	0	0	0:0	#AAAAAA
utig4-1514	0	0	0:0	#AAAAAA
utig4-1515	46	20045	46:20045	#8888FF
utig4-1516	29801	17	29801:17	#FF8888
utig4-1517	1	0	1:0	#AAAAAA
utig4-1518	0	0	0:0	#AAAAAA
utig4-1519	0	0	0:0	#AAAAAA
utig4-1520	367	206239	367:206239	#8888FF
utig4-1521	4	0	4:0	#AAAAAA
utig4-1522	0	0	0:0	#AAAAAA
utig4-1523	0	0	0:0	#AAAAAA
utig4-1524	0	0	0:0	#AAAAAA
utig4-1525	6	0	6:0	#AAAAAA
utig4-1526	208	115058	208:115058	#8888FF
utig4-1527	100391	157	100391:157	#FF8888
utig4-1528	0	0	0:0	#AAAAAA
utig4-1529	0	0	0:0	#AAAAAA
utig4-1530	0	26	0:26	#AAAAAA
utig4-1531	0	0	0:0	#AAAAAA
utig4-1532	29826	24	29826:24	#FF8888
utig4-1533	43	14319	43:14319	#8888FF
utig4-1534	1	0	1:0	#AAAAAA
utig4-1535	48168	122	48168:122	#FF8888
utig4-1536	79	55098	79:55098	#8888FF
utig4-1537	0	0	0:0	#AAAAAA
utig4-1538	0	0	0:0	#AAAAAA
utig4-1539	0	0	0:0	#AAAAAA
utig4-1540	912	378566	912:378566	#8888FF
utig4-1541	0	0	0:0	#AAAAAA
utig4-1542	17	23	17:23	#AAAAAA
utig4-1543	0	5619	0:5619	#8888FF
utig4-1544	5	7	5:7	#AAAAAA
utig4-1545	0	0	0:0	#AAAAAA
utig4-1546	0	0	0:0	#AAAAAA
utig4-1547	0	0	0:0	#AAAAAA
utig4-1548	73	9943	73:9943	#8888FF
utig4-1549	0	0	0:0	#AAAAAA
utig4-1550	739	0	739:0	#FF8888
utig4-1551	0	0	0:0	#AAAAAA
utig4-1552	41	0	41:0	#AAAAAA
utig4-1553	0	0	0:0	#AAAAAA
utig4-1554	0	0	0:0	#AAAAAA
utig4-1555	0	0	0:0	#AAAAAA
utig4-1556	0	0	0:0	#AAAAAA
utig4-1557	0	0	0:0	#AAAAAA
utig4-1558	0	0	0:0	#AAAAAA
utig4-1559	0	0	0:0	#AAAAAA
utig4-1560	16	26633	16:26633	#8888FF
utig4-1561	3	79197	3:79197	#8888FF
utig4-1562	17	0	17:0	#AAAAAA
utig4-1563	0	0	0:0	#AAAAAA
utig4-1564	0	0	0:0	#AAAAAA
utig4-1565	0	0	0:0	#AAAAAA
utig4-1566	0	0	0:0	#AAAAAA
utig4-1567	0	0	0:0	#AAAAAA
utig4-1568	0	0	0:0	#AAAAAA
utig4-1569	0	0	0:0	#AAAAAA
utig4-1570	0	0	0:0	#AAAAAA
utig4-1571	177178	255	177178:255	#FF8888
utig4-1572	0	0	0:0	#AAAAAA
utig4-1573	205290	275	205290:275	#FF8888
utig4-1574	27842	103	27842:103	#FF8888
utig4-1575	118	29050	118:29050	#8888FF
utig4-1576	14	31	14:31	#AAAAAA
utig4-1577	0	10	0:10	#AAAAAA
utig4-1578	0	10	0:10	#AAAAAA
utig4-1579	7	0	7:0	#AAAAAA
utig4-1580	603	191233	603:191233	#8888FF
utig4-1581	0	0	0:0	#AAAAAA
utig4-1582	41	0	41:0	#AAAAAA
utig4-1583	0	7245	0:7245	#8888FF
utig4-1584	0	9895	0:9895	#8888FF
utig4-1585	0	22255	0:22255	#8888FF
utig4-1586	0	0	0:0	#AAAAAA
utig4-1587	0	0	0:0	#AAAAAA
utig4-1588	469	0	469:0	#FF8888
utig4-1589	515	0	515:0	#FF8888
utig4-1590	42	0	42:0	#AAAAAA
utig4-1591	42	0	42:0	#AAAAAA
utig4-1592	0	0	0:0	#AAAAAA
utig4-1593	0	0	0:0	#AAAAAA
utig4-1594	0	0	0:0	#AAAAAA
utig4-1595	0	0	0:0	#AAAAAA
utig4-1596	183315	176	183315:176	#FF8888
utig4-1597	261	141513	261:141513	#8888FF
utig4-1598	0	0	0:0	#AAAAAA
utig4-1599	0	0	0:0	#AAAAAA
utig4-1600	0	0	0:0	#AAAAAA
utig4-1601	0	0	0:0	#AAAAAA
utig4-1602	0	0	0:0	#AAAAAA
utig4-1603	0	0	0:0	#AAAAAA
utig4-1604	0	0	0:0	#AAAAAA
utig4-1605	0	0	0:0	#AAAAAA
utig4-1606	0	0	0:0	#AAAAAA
utig4-1607	7	0	7:0	#AAAAAA
utig4-1608	2404	0	2404:0	#FF8888
utig4-1609	21590	0	21590:0	#FF8888
utig4-1610	94	0	94:0	#AAAAAA
utig4-1611	9	0	9:0	#AAAAAA
utig4-1612	8	0	8:0	#AAAAAA
utig4-1613	17	0	17:0	#AAAAAA
utig4-1614	0	0	0:0	#AAAAAA
utig4-1615	87	106075	87:106075	#8888FF
utig4-1616	0	0	0:0	#AAAAAA
utig4-1617	0	0	0:0	#AAAAAA
utig4-1618	0	123	0:123	#8888FF
utig4-1619	0	0	0:0	#AAAAAA
utig4-1620	0	0	0:0	#AAAAAA
utig4-1621	0	62	0:62	#AAAAAA
utig4-1622	0	101	0:101	#8888FF
utig4-1623	0	0	0:0	#AAAAAA
utig4-1624	0	0	0:0	#AAAAAA
utig4-1625	0	0	0:0	#AAAAAA
utig4-1626	0	12	0:12	#AAAAAA
utig4-1627	0	0	0:0	#AAAAAA
utig4-1628	0	0	0:0	#AAAAAA
utig4-1629	0	0	0:0	#AAAAAA
utig4-1630	0	3715	0:3715	#8888FF
utig4-1631	0	1152	0:1152	#8888FF
utig4-1632	0	1152	0:1152	#8888FF
utig4-1633	66	0	66:0	#AAAAAA
utig4-1634	88	0	88:0	#AAAAAA
utig4-1635	0	0	0:0	#AAAAAA
utig4-1636	0	0	0:0	#AAAAAA
utig4-1637	0	165	0:165	#8888FF
utig4-1638	0	1422	0:1422	#8888FF
utig4-1639	0	175	0:175	#8888FF
utig4-1640	0	191	0:191	#8888FF
utig4-1641	0	623	0:623	#8888FF
utig4-1642	0	1147	0:1147	#8888FF
utig4-1643	0	217	0:217	#8888FF
utig4-1644	7	0	7:0	#AAAAAA
utig4-1645	0	0	0:0	#AAAAAA
utig4-1646	0	0	0:0	#AAAAAA
utig4-1647	17	0	17:0	#AAAAAA
utig4-1648	0	0	0:0	#AAAAAA
utig4-1649	0	0	0:0	#AAAAAA
utig4-1650	0	0	0:0	#AAAAAA
utig4-1651	0	0	0:0	#AAAAAA
utig4-1652	0	0	0:0	#AAAAAA
utig4-1653	8	0	8:0	#AAAAAA
utig4-1654	0	0	0:0	#AAAAAA
utig4-1655	51	0	51:0	#AAAAAA
utig4-1656	0	0	0:0	#AAAAAA
utig4-1657	0	0	0:0	#AAAAAA
utig4-1658	17	0	17:0	#AAAAAA
utig4-1659	17	0	17:0	#AAAAAA
utig4-1660	0	0	0:0	#AAAAAA
utig4-1661	3	6	3:6	#AAAAAA
utig4-1662	7589	2	7589:2	#FF8888
utig4-1663	0	0	0:0	#AAAAAA
utig4-1664	986	0	986:0	#FF8888
utig4-1665	0	0	0:0	#AAAAAA
utig4-1666	173381	235	173381:235	#FF8888
utig4-1667	331	178768	331:178768	#8888FF
utig4-1668	0	31	0:31	#AAAAAA
utig4-1669	85	0	85:0	#AAAAAA
utig4-1670	0	32	0:32	#AAAAAA
utig4-1671	0	0	0:0	#AAAAAA
utig4-1672	29	0	29:0	#AAAAAA
utig4-1673	17	0	17:0	#AAAAAA
utig4-1674	3	0	3:0	#AAAAAA
utig4-1675	0	0	0:0	#AAAAAA
utig4-1676	0	0	0:0	#AAAAAA
utig4-1677	0	0	0:0	#AAAAAA
utig4-1678	0	0	0:0	#AAAAAA
utig4-1679	24	14	24:14	#AAAAAA
utig4-1680	52	26342	52:26342	#8888FF
utig4-1681	36085	88	36085:88	#FF8888
utig4-1682	0	0	0:0	#AAAAAA
utig4-1683	0	42	0:42	#AAAAAA
utig4-1684	0	504	0:504	#8888FF
utig4-1685	0	433	0:433	#8888FF
utig4-1686	0	0	0:0	#AAAAAA
utig4-1687	0	0	0:0	#AAAAAA
utig4-1688	0	0	0:0	#AAAAAA
utig4-1689	0	0	0:0	#AAAAAA
utig4-1690	0	0	0:0	#AAAAAA
utig4-1691	0	0	0:0	#AAAAAA
utig4-1692	548	217890	548:217890	#8888FF
utig4-1693	0	0	0:0	#AAAAAA
utig4-1694	64	0	64:0	#AAAAAA
utig4-1695	101	0	101:0	#FF8888
utig4-1696	38	0	38:0	#AAAAAA
utig4-1697	41	0	41:0	#AAAAAA
utig4-1698	34	0	34:0	#AAAAAA
utig4-1699	0	0	0:0	#AAAAAA
utig4-1700	0	30	0:30	#AAAAAA
utig4-1701	0	0	0:0	#AAAAAA
utig4-1702	0	0	0:0	#AAAAAA
utig4-1703	0	0	0:0	#AAAAAA
utig4-1704	0	0	0:0	#AAAAAA
utig4-1705	0	0	0:0	#AAAAAA
utig4-1706	0	0	0:0	#AAAAAA
utig4-1707	0	0	0:0	#AAAAAA
utig4-1708	0	0	0:0	#AAAAAA
utig4-1709	0	5	0:5	#AAAAAA
utig4-1710	0	0	0:0	#AAAAAA
utig4-1711	0	0	0:0	#AAAAAA
utig4-1712	7	0	7:0	#AAAAAA
utig4-1713	14	0	14:0	#AAAAAA
utig4-1714	37	0	37:0	#AAAAAA
utig4-1715	14	0	14:0	#AAAAAA
utig4-1716	7	0	7:0	#AAAAAA
utig4-1717	15	0	15:0	#AAAAAA
utig4-1718	7	0	7:0	#AAAAAA
utig4-1719	5	2	5:2	#AAAAAA
utig4-1720	738	256507	738:256507	#8888FF
utig4-1721	47	0	47:0	#AAAAAA
utig4-1722	76	0	76:0	#AAAAAA
utig4-1723	0	0	0:0	#AAAAAA
utig4-1724	78	0	78:0	#AAAAAA
utig4-1725	0	0	0:0	#AAAAAA
utig4-1726	496	247381	496:247381	#8888FF
utig4-1727	230672	203	230672:203	#FF8888
utig4-1728	35	0	35:0	#AAAAAA
utig4-1729	10	0	10:0	#AAAAAA
utig4-1730	7	0	7:0	#AAAAAA
utig4-1731	0	0	0:0	#AAAAAA
utig4-1732	0	0	0:0	#AAAAAA
utig4-1733	0	64	0:64	#AAAAAA
utig4-1734	0	171	0:171	#8888FF
utig4-1735	0	173	0:173	#8888FF
utig4-1736	3	10	3:10	#AAAAAA
utig4-1737	0	275	0:275	#8888FF
utig4-1738	58	10	58:10	#AAAAAA
utig4-1739	0	0	0:0	#AAAAAA
utig4-1740	0	12	0:12	#AAAAAA
utig4-1741	0	0	0:0	#AAAAAA
utig4-1742	0	23	0:23	#AAAAAA
utig4-1743	0	0	0:0	#AAAAAA
utig4-1744	0	0	0:0	#AAAAAA
utig4-1745	19	0	19:0	#AAAAAA
utig4-1746	77	0	77:0	#AAAAAA
utig4-1747	0	22	0:22	#AAAAAA
utig4-1748	1	0	1:0	#AAAAAA
utig4-1749	0	0	0:0	#AAAAAA
utig4-1750	0	0	0:0	#AAAAAA
utig4-1751	30	0	30:0	#AAAAAA
utig4-1752	164	0	164:0	#FF8888
utig4-1753	134	0	134:0	#FF8888
utig4-1754	164	0	164:0	#FF8888
utig4-1755	0	0	0:0	#AAAAAA
utig4-1756	19	0	19:0	#AAAAAA
utig4-1757	23	0	23:0	#AAAAAA
utig4-1758	0	0	0:0	#AAAAAA
utig4-1759	0	0	0:0	#AAAAAA
utig4-1760	0	1	0:1	#AAAAAA
utig4-1761	0	0	0:0	#AAAAAA
utig4-1762	0	12	0:12	#AAAAAA
utig4-1763	0	0	0:0	#AAAAAA
utig4-1764	0	0	0:0	#AAAAAA
utig4-1765	245844	218	245844:218	#FF8888
utig4-1766	529	236370	529:236370	#8888FF
utig4-1767	0	0	0:0	#AAAAAA
utig4-1768	0	0	0:0	#AAAAAA
utig4-1769	0	1464	0:1464	#8888FF
utig4-1770	0	0	0:0	#AAAAAA
utig4-1771	0	67	0:67	#AAAAAA
utig4-1772	536	0	536:0	#FF8888
utig4-1773	4	457	4:457	#8888FF
utig4-1774	22244	41	22244:41	#FF8888
utig4-1775	0	0	0:0	#AAAAAA
utig4-1776	0	0	0:0	#AAAAAA
utig4-1777	0	0	0:0	#AAAAAA
utig4-1778	0	0	0:0	#AAAAAA
utig4-1779	0	0	0:0	#AAAAAA
utig4-1780	0	0	0:0	#AAAAAA
utig4-1781	52	0	52:0	#AAAAAA
utig4-1782	79	0	79:0	#AAAAAA
utig4-1783	29	0	29:0	#AAAAAA
utig4-1784	0	0	0:0	#AAAAAA
utig4-1785	287061	15	287061:15	#FF8888
utig4-1786	0	28	0:28	#AAAAAA
utig4-1787	0	0	0:0	#AAAAAA
utig4-1788	31	0	31:0	#AAAAAA
utig4-1789	0	0	0:0	#AAAAAA
utig4-1790	0	0	0:0	#AAAAAA
utig4-1791	0	0	0:0	#AAAAAA
utig4-1792	0	0	0:0	#AAAAAA
utig4-1793	2	10	2:10	#AAAAAA
utig4-1794	0	90	0:90	#AAAAAA
utig4-1795	30	0	30:0	#AAAAAA
utig4-1796	0	30	0:30	#AAAAAA
utig4-1797	0	30	0:30	#AAAAAA
utig4-1798	46	0	46:0	#AAAAAA
utig4-1799	85	0	85:0	#AAAAAA
utig4-1800	0	2336	0:2336	#8888FF
utig4-1801	3	0	3:0	#AAAAAA
utig4-1802	0	0	0:0	#AAAAAA
utig4-1803	0	0	0:0	#AAAAAA
utig4-1804	39	0	39:0	#AAAAAA
utig4-1805	0	0	0:0	#AAAAAA
utig4-1806	17	0	17:0	#AAAAAA
utig4-1807	0	0	0:0	#AAAAAA
utig4-1808	0	0	0:0	#AAAAAA
utig4-1809	91	0	91:0	#AAAAAA
utig4-1810	0	0	0:0	#AAAAAA
utig4-1811	0	75	0:75	#AAAAAA
utig4-1812	81	0	81:0	#AAAAAA
utig4-1813	0	51	0:51	#AAAAAA
utig4-1814	0	133	0:133	#8888FF
utig4-1815	0	441	0:441	#8888FF
utig4-1816	0	0	0:0	#AAAAAA
utig4-1817	0	0	0:0	#AAAAAA
utig4-1818	0	0	0:0	#AAAAAA
utig4-1819	21	0	21:0	#AAAAAA
utig4-1820	0	0	0:0	#AAAAAA
utig4-1821	0	0	0:0	#AAAAAA
utig4-1822	127	13468	127:13468	#8888FF
utig4-1823	15908	56	15908:56	#FF8888
utig4-1824	1	0	1:0	#AAAAAA
